title,creator,date,description,coverage,subject,latitude,longitude,type,format,donor,object-id,repo-id
"The Family Tree : 1943, January","Potlatch Forests, Inc.",1943-01,"Vol. 7 No. 4, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,743,spec_pot
"The Family Tree : 1943, May","Potlatch Forests, Inc.",1943-05,"Vol. 7 No. 8, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,752,spec_pot
"The Family Tree : 1943, November","Potlatch Forests, Inc.",1943-11,"Vol. 8 No. 2, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,761,spec_pot
"The Family Tree : 1943, September","Potlatch Forests, Inc.",1943-09,"Vol. 7 No. 12, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,770,spec_pot
"The Family Tree : 1943, August","Potlatch Forests, Inc.",1943-08,"Vol. 7 No. 11, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,779,spec_pot
"The Family Tree : 1943, December","Potlatch Forests, Inc.",1943-12,"Vol. 8 No. 3, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,788,spec_pot
"The Family Tree : 1943, October","Potlatch Forests, Inc.",1943-10,"Vol. 8 No. 1, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,797,spec_pot
"The Family Tree : 1944, December","Potlatch Forests, Inc.",1944-12,"Vol. 9 No. 3, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,806,spec_pot
"The Family Tree : 1944, October","Potlatch Forests, Inc.",1944-10,"Vol. 9 No. 1, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,815,spec_pot
"The Family Tree : 1944, September","Potlatch Forests, Inc.",1944-09,"Vol. 8 No. 12, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,824,spec_pot
"The Family Tree : 1944, June","Potlatch Forests, Inc.",1944-06,"Vol. 8 No. 9, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,833,spec_pot
"The Family Tree : 1944, May","Potlatch Forests, Inc.",1944-05,"Vol. 8 No. 8, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,842,spec_pot
The Family Tree : 1944 February,"Potlatch Forests, Inc.",1944-02,"Vol. 8 No. 5, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,851,spec_pot
"The Family Tree : 1944, January","Potlatch Forests, Inc.",1944-01,"Vol. 8 No. 4, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,860,spec_pot
"The Family Tree : 1944, March","Potlatch Forests, Inc.",1944-03,"Vol. 8 No. 6, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,869,spec_pot
"The Family Tree : 1944, August","Potlatch Forests, Inc.",1944-08,"Vol. 8 No. 11, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,878,spec_pot
"The Family Tree : 1944, April","Potlatch Forests, Inc.",1944-04,"Vol. 8 No. 7, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,887,spec_pot
"The Family Tree : 1944, July","Potlatch Forests, Inc.",1944-07,"Vol. 8 No. 10, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,896,spec_pot
"The Family Tree : 1944, November","Potlatch Forests, Inc.",1944-11,"Vol. 9 No. 2, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,905,spec_pot
"The Family Tree : 1945, May","Potlatch Forests, Inc.",1945-05,"Vol. 9 No. 8, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,914,spec_pot
"The Family Tree : 1945, April","Potlatch Forests, Inc.",1945-04,"Vol. 9 No. 7, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,923,spec_pot
"The Family Tree : 1945, June","Potlatch Forests, Inc.",1945-06,"Vol. 9 No. 9, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,932,spec_pot
The Family Tree : 1945 February,"Potlatch Forests, Inc.",1945-02,"Vol. 9 No. 5, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,941,spec_pot
"The Family Tree : 1945, January","Potlatch Forests, Inc.",1945-01,"Vol. 9 No. 4, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,950,spec_pot
"The Family Tree : 1945, November","Potlatch Forests, Inc.",1945-11,"Vol. 10 No. 2, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,959,spec_pot
"The Family Tree : 1945, October","Potlatch Forests, Inc.",1945-10,"Vol. 10 No. 1, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,968,spec_pot
"The Family Tree : 1945, March","Potlatch Forests, Inc.",1945-03,"Vol. 9 No. 6, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,977,spec_pot
"The Family Tree : 1945, September","Potlatch Forests, Inc.",1945-09,"Vol. 9 No. 12, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,986,spec_pot
"The Family Tree : 1945, December","Potlatch Forests, Inc.",1945-12,"Vol. 10 No. 3, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,995,spec_pot
"The Family Tree : 1945, August","Potlatch Forests, Inc.",1945-08,"Vol. 9 No. 11, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1004,spec_pot
"The Family Tree : 1946, January","Potlatch Forests, Inc.",1946-01,"Vol. 10 No. 4, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1013,spec_pot
"The Family Tree : 1946, April","Potlatch Forests, Inc.",1946-04,"Vol. 10 No. 7, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1022,spec_pot
"The Family Tree : 1946, February","Potlatch Forests, Inc.",1946-02,"Vol. 10 No. 5, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1031,spec_pot
"The Family Tree : 1946, March","Potlatch Forests, Inc.",1946-03,"Vol. 10 No. 6, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1040,spec_pot
"The Family Tree : 1946, August","Potlatch Forests, Inc.",1946-08,"Vol. 10 No. 11, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1049,spec_pot
"The Family Tree : 1946, June","Potlatch Forests, Inc.",1946-06,"Vol. 10 No. 9, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1058,spec_pot
"The Family Tree : 1946, May","Potlatch Forests, Inc.",1946-05,"Vol. 10 No. 8, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1067,spec_pot
"The Family Tree : 1946, July","Potlatch Forests, Inc.",1946-07,"Vol. 10 No. 10, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1076,spec_pot
"The Family Tree : 1946, September","Potlatch Forests, Inc.",1946-09,"Vol. 10 No. 12, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1085,spec_pot
"The Family Tree : 1946, November","Potlatch Forests, Inc.",1946-11,"Vol. 11 No. 2, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1094,spec_pot
"The Family Tree : 1946, December","Potlatch Forests, Inc.",1946-12,"Vol. 11 No. 3, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1103,spec_pot
"The Family Tree : 1946, October","Potlatch Forests, Inc.",1946-10,"Vol. 11 No. 1, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1112,spec_pot
"The Family Tree : 1947, June","Potlatch Forests, Inc.",1947-06,"Vol. 11 No. 9, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1121,spec_pot
"The Family Tree : 1947, January","Potlatch Forests, Inc.",1947-01,"Vol. 11 No. 4, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1130,spec_pot
The Family Tree : 1947 February,"Potlatch Forests, Inc.",1947-02,"Vol. 11 No. 5, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1139,spec_pot
"The Family Tree : 1947, July","Potlatch Forests, Inc.",1947-07,"Vol. 11 No. 10, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1148,spec_pot
"The Family Tree : 1947, September","Potlatch Forests, Inc.",1947-09,"Vol. 11 No. 12, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1157,spec_pot
"The Family Tree : 1947, October","Potlatch Forests, Inc.",1947-10,"Vol. 12 No. 1, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1166,spec_pot
"The Family Tree : 1947, May","Potlatch Forests, Inc.",1947-05,"Vol. 11 No. 8, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1175,spec_pot
"The Family Tree : 1947, November","Potlatch Forests, Inc.",1947-11,"Vol. 12 No. 2, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1184,spec_pot
"The Family Tree : 1947, December","Potlatch Forests, Inc.",1947-12,"Vol. 12 No. 3, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1193,spec_pot
"The Family Tree : 1947, April","Potlatch Forests, Inc.",1947-04,"Vol. 11 No. 7, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1202,spec_pot
"The Family Tree : 1947, August","Potlatch Forests, Inc.",1947-08,"Vol. 11 No. 11, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1211,spec_pot
"The Family Tree : 1947, March","Potlatch Forests, Inc.",1947-03,"Vol. 11 No. 6, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1220,spec_pot
"The Family Tree : 1948, September","Potlatch Forests, Inc.",1948-09,"Vol. 12 No. 12, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1229,spec_pot
"The Family Tree : 1948, January","Potlatch Forests, Inc.",1948-01,"Vol. 12 No. 4, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1238,spec_pot
The Family Tree : 1948 February,"Potlatch Forests, Inc.",1948-02,"Vol. 12 No. 5, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1247,spec_pot
"The Family Tree : 1948, August","Potlatch Forests, Inc.",1948-08,"Vol. 12 No. 11, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1256,spec_pot
"The Family Tree : 1948, April","Potlatch Forests, Inc.",1948-04,"Vol. 12 No. 7, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1265,spec_pot
"The Family Tree : 1948, July","Potlatch Forests, Inc.",1948-07,"Vol. 12 No. 10, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1274,spec_pot
"The Family Tree : 1948, March","Potlatch Forests, Inc.",1948-03,"Vol. 12 No. 6, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1283,spec_pot
"The Family Tree : 1948, June","Potlatch Forests, Inc.",1948-06,"Vol. 12 No. 9, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1292,spec_pot
"The Family Tree : 1948, May","Potlatch Forests, Inc.",1948-05,"Vol. 12 No. 8, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1301,spec_pot
"The Family Tree : 1948, December","Potlatch Forests, Inc.",1948-12,"Vol. 13 No. 3, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1310,spec_pot
"The Family Tree : 1948, October","Potlatch Forests, Inc.",1948-10,"Vol. 13 No. 1, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1319,spec_pot
"The Family Tree : 1948, November","Potlatch Forests, Inc.",1948-11,"Vol. 13 No. 2, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1328,spec_pot
"The Family Tree : 1945, July","Potlatch Forests, Inc.",1945-07,"Vol. 9 No. 10, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1337,spec_pot
"The Family Tree : 1949, April","Potlatch Forests, Inc.",1949-04,"Vol. 13 No. 7, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1355,spec_pot
"The Family Tree : 1949, March","Potlatch Forests, Inc.",1949-03,"Vol. 13 No. 6, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1364,spec_pot
"The Family Tree : 1949, May","Potlatch Forests, Inc.",1949-05,"Vol. 13 No. 8, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1373,spec_pot
"The Family Tree : 1949, January","Potlatch Forests, Inc.",1949-01,"Vol. 13 No. 4, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1382,spec_pot
"The Family Tree : 1949, June","Potlatch Forests, Inc.",1949-06,"Vol. 13 No. 9, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1391,spec_pot
"The Family Tree : 1949, August","Potlatch Forests, Inc.",1949-08,"Vol. 13 No. 11, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1400,spec_pot
"The Family Tree : 1949, July","Potlatch Forests, Inc.",1949-07,"Vol. 13 No. 10, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1409,spec_pot
The Family Tree : 1949 February,"Potlatch Forests, Inc.",1949-02,"Vol. 13 No. 5, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1463,spec_pot
"The Family Tree : 1949, September","Potlatch Forests, Inc.",1949-09,"Vol. 13 No. 12, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1526,spec_pot
"The Family Tree : 1949, October","Potlatch Forests, Inc.",1949-10,"Vol. 14 No. 1, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1535,spec_pot
"The Family Tree : 1949, November","Potlatch Forests, Inc.",1949-11,"Vol. 14 No. 2, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1544,spec_pot
"The Family Tree : 1949, December","Potlatch Forests, Inc.",1949-12,"Vol. 14 No. 3, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1553,spec_pot
The Family Tree : 1950 February,"Potlatch Forests, Inc.",1950-02,"Vol. 14 No. 5, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1562,spec_pot
"The Family Tree : 1950, January","Potlatch Forests, Inc.",1950-01,"Vol. 14 No. 4, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1571,spec_pot
"The Family Tree : 1950, March","Potlatch Forests, Inc.",1950-03,"Vol. 14 No. 6, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1580,spec_pot
"The Family Tree : 1950, April","Potlatch Forests, Inc.",1950-04,"Vol. 14 No. 7, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1589,spec_pot
"The Family Tree : 1950, May","Potlatch Forests, Inc.",1950-05,"Vol. 14 No. 8, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1598,spec_pot
"The Family Tree : 1950, June","Potlatch Forests, Inc.",1950-06,"Vol. 14 No. 9, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1607,spec_pot
"The Family Tree : 1950, September","Potlatch Forests, Inc.",1950-09,"Vol. 14 No. 12, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1616,spec_pot
"The Family Tree : 1950, August","Potlatch Forests, Inc.",1950-08,"Vol. 14 No. 11, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1625,spec_pot
"The Family Tree : 1950, October","Potlatch Forests, Inc.",1950-10,"Vol. 15 No. 1, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1634,spec_pot
"The Family Tree : 1950, July","Potlatch Forests, Inc.",1950-07,"Vol. 14 No. 10, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1643,spec_pot
"The Family Tree : 1950, November","Potlatch Forests, Inc.",1950-11,"Vol. 15 No. 2, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1652,spec_pot
"The Family Tree : 1951, January","Potlatch Forests, Inc.",1951-01,"Vol. 15 No. 3, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1661,spec_pot
"The Family Tree : 1951, April","Potlatch Forests, Inc.",1951-04,"Vol. 15 No. 4, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1670,spec_pot
"The Family Tree : 1951, July","Potlatch Forests, Inc.",1951-07,"Vol. 15 No. 5, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1679,spec_pot
"The Family Tree : 1952, January","Potlatch Forests, Inc.",1952-01,"Vol. 16 No. 1, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1688,spec_pot
The Family Tree : 1952 February,"Potlatch Forests, Inc.",1952-02,"Vol. 16 No. 2, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1697,spec_pot
"The Family Tree : 1952, March","Potlatch Forests, Inc.",1952-03,"Vol. 16 No. 3, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1706,spec_pot
"The Family Tree : 1952, April","Potlatch Forests, Inc.",1952-04,"Vol. 16 No. 4, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1715,spec_pot
"The Family Tree : 1952, June","Potlatch Forests, Inc.",1952-06,"Vol. 16 No. 5, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1724,spec_pot
"The Family Tree : 1952, July","Potlatch Forests, Inc.",1952-07,"Vol. 16 No. 6, Published by Potlatch Forests, Inc., 8 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1733,spec_pot
"The Family Tree : 1952, August","Potlatch Forests, Inc.",1952-08,"Vol. 16 No. 7, Published by Potlatch Forests, Inc., 10 pages.",United States--Idaho--Nez Perce County--Lewiston,newsletter; logging;,,,Text,application/pdf,,1744,spec_pot
Typical Logging Chute,,1915-01-01,"Typical log chute with tread for horses used in trailing, near Big Creek in the St. Joe River area. Courtesy of St. Maries Gazette-Record.","East Fork Big Creek, Latah County, Idaho, United States",chutes; log (wood);,46.9906,-116.7001,Image;StillImage,image/jpg,,4,whitepine
White Pine Sale,,1940-01-01,"White pine Log Decks, Potlatch Forests Incorporated Sale Homestead Creek. Neil Fullerton with scale stick on deck of white pine logs, St. Joe National Forest. Taken in July. This sale was strictly a White Pine Sale except for a few choice Spruce and Larch which were taken from the road right away. Courtesy Neil Fullerton.","Baby Grand Mountain, Latah County, Idaho, United States",portraits; log (wood); sales events;  white pine (wood);,47.0041,-116.5056,Image;StillImage,image/jpg,,14,whitepine
Clarence Charles Strong,Charles Sowder,1969-01-01,"Portrait of Strong, who was one of the authors of the book 'White Pine: King of Many Waters'.","Kootenai County, Idaho, United States",portraits;,47.6746,-116.7,Image;StillImage,image/jpg,,40,whitepine
Clyde Stephen Webb,,1954-01-01,"Portrait of Webb, who was one of the authors of the book 'White Pine: King of Many Waters'.","Kootenai County, Idaho, United States",portraits;,47.6746,-116.7,Image;StillImage,image/jpg,,41,whitepine
Logs Towed Down St. Maries River,Neil Fullerton,1942-06-06,Brailed booms of logs being towed along narrow St. Maries River channel.,"Stickney Gulch, Benewah County, Idaho, United States",log (wood); rivers;,47.2554,-116.6053,Image;StillImage,image/jpg,,43,whitepine
Tugboat 'Coeur d'Alene',,1941-05-08,Tugboat towing logs on St. Joe River.,"Stickney Gulch, Benewah County, Idaho, United States",log (wood); rivers; tugboats;,47.2594,-116.6044,Image;StillImage,image/jpg,,44,whitepine
Tugboat 'Hercules',Neil Fullerton,1942-06-06,"Tugboat 'Hercules' towing several brails of logs on St. Maries River. Picture taken from the old bridge, new bridge in background.","Saint Maries River, Benewah County, Idaho, United States",tugboats; rivers; log (wood); bridges (built works); houseboats;,47.3168,-116.5548,Image;StillImage,image/jpg,,46,whitepine
Tugboat 'Hercules',Neil Fullerton,1942-06-06,Tugboat 'Hercules' (a Lafferty Company tugboat) and it's driver towing a brail of logs on the St. Maries River. Note the new bridge in the background.,"Stickney Gulch, Benewah County, Idaho, United States",tugboats; rivers; log (wood); bridges (built works); shipmasters;,47.2594,-116.6044,Image;StillImage,image/jpg,,47,whitepine
Tugboat 'Hercules',Neil Fullerton,1942-06-06,Tugboat 'Hercules' towing  several brails of logs on the St. Maries River. Note the new bridge in the background.,"Saint Maries River, Benewah County, Idaho, United States",tugboats; rivers; log (wood); bridges (built works);,47.3168,-116.5548,Image;StillImage,image/jpg,,48,whitepine
Corliss Steam Engine Sign,Neil Fullerton,1967-04-15,"Corliss Steam Engine sign in Newport, Washington. Sign reads as follows: 'Corliss Steam Engine 'The Big Wheel'. Engine Data- 478 Horsepower, 22 inch cylinder-42 inch stroke, 120 pounds P.S.I. steam pressure, 63,000 pounds in weight. Wheel data- 16 feet in diameter, 100 R.P.M., 42 inch face, 20,000 pounds in weight. The Big Wheel was manufactured by Aliss Chalmers in 1909 and moved to Newport by the Fidelity Lumber Company. It was in continuous service for 55 years, cutting over 1 billion board feet of lumber. In 1964 the engine was donated to the Newport JC's by the Diamond National Corporation to preserve a part of a passing era. The Newport JC's then moved and erected the engine at this site. It was dedicated by Governor Daniel J. Evans June 14, 1965 and presented to the city of Newport.'","Newport, Pend Oreille County, Washington, United States",information signs;,48.1819,-117.0354,Image;StillImage,image/jpg,,49,whitepine
